time_min,episode,macro_updates,micro_updates,best_macro_fitness,best_micro_fitness,avg_reward,macro_population_size,micro_population_size,macro_species_count,micro_species_count,macro_avg_fitness,micro_avg_fitness,macro_std_fitness,micro_std_fitness,macro_width,macro_depth,micro_width,micro_depth,phase,phase_generation,step_idx,eval_time_seconds,macro_fitness_improvement,micro_fitness_improvement
1.9828478495279947e-06,1,1,1,427.8605908219277,547.6792013293522,547.6792013293522,152,750,15,150,79.5357199183109,-5.988697881875014,134.10995417965825,154.77511591945364,51,3,85,3,Iniciante,1,166,74.68111371994019,0.0,0.0
