time_min,episode,macro_updates,micro_updates,best_macro_fitness,best_micro_fitness,avg_reward
98.52281515200933,71,8,71,11408.695480537963,14488.184019797476,14488.184019797476
99.89076275030772,72,8,72,11408.695480537963,14488.184019797476,14488.184019797476
101.26453740199408,73,8,73,11408.695480537963,14488.184019797476,14488.184019797476
102.63844520250956,74,8,74,11408.695480537963,14488.184019797476,14488.184019797476
104.02215766906738,75,8,75,11408.695480537963,14488.184019797476,14488.184019797476
105.40117533604304,76,8,76,11408.695480537963,14488.184019797476,14488.184019797476
106.76650466918946,77,8,77,11408.695480537963,14488.184019797476,14488.184019797476
108.13198705116908,78,8,78,11408.695480537963,14488.184019797476,14488.184019797476
109.49520959854127,79,8,79,11408.695480537963,14488.184019797476,14488.184019797476
110.87818044821421,80,8,80,11408.695480537963,14488.184019797476,14488.184019797476
112.28274108568827,81,9,81,11408.695480537963,14488.184019797476,14488.184019797476
113.6831492861112,82,9,82,11408.695480537963,14488.184019797476,14488.184019797476
115.10036526918411,83,9,83,11408.695480537963,14488.184019797476,14488.184019797476
116.49162728389105,84,9,84,11408.695480537963,14488.184019797476,14488.184019797476
117.85951096614203,85,9,85,11408.695480537963,14488.184019797476,14488.184019797476
119.23228666782379,86,9,86,11408.695480537963,14488.184019797476,14488.184019797476
120.59759565194447,87,9,87,11408.695480537963,14488.184019797476,14488.184019797476
121.99177286624908,88,9,88,11408.695480537963,14488.184019797476,14488.184019797476
123.35052768389384,89,9,89,11408.695480537963,14488.184019797476,14488.184019797476
124.72518401543299,90,9,90,11408.695480537963,14488.184019797476,14488.184019797476
126.09654046694438,91,10,91,11408.695480537963,14488.184019797476,14488.184019797476
127.46703966856003,92,10,92,11408.695480537963,14488.184019797476,14488.184019797476
128.83494919935862,93,10,93,11408.695480537963,14488.184019797476,14488.184019797476
130.19965536991756,94,10,94,11408.695480537963,14488.184019797476,14488.184019797476
131.59712297121683,95,10,95,11408.695480537963,14488.184019797476,14488.184019797476
132.96593583424885,96,10,96,11408.695480537963,14488.184019797476,14488.184019797476
134.33375660181045,97,10,97,11408.695480537963,14488.184019797476,14488.184019797476
135.70064633687338,98,10,98,11408.695480537963,14488.184019797476,14488.184019797476
137.06929003397624,99,10,99,11408.695480537963,14488.184019797476,14488.184019797476
138.42863846619923,100,10,100,11408.695480537963,14488.184019797476,14488.184019797476
139.79956826766332,101,11,101,11408.695480537963,14488.184019797476,14488.184019797476
141.18075591723124,102,11,102,11408.695480537963,14488.184019797476,14488.184019797476
142.5410311659177,103,11,103,11408.695480537963,14488.184019797476,14488.184019797476
143.89321564833324,104,11,104,11408.695480537963,14488.184019797476,14488.184019797476
145.2775149186452,105,11,105,11408.695480537963,14488.184019797476,14488.184019797476
146.6485983689626,106,11,106,11408.695480537963,14488.184019797476,14488.184019797476
148.0869833668073,107,11,107,11408.695480537963,14488.184019797476,14488.184019797476
149.5492808699608,108,11,108,11408.695480537963,14488.184019797476,14488.184019797476
151.02845950126647,109,11,109,11408.695480537963,14488.184019797476,14488.184019797476
152.49137778282164,110,11,110,11408.695480537963,14488.184019797476,14488.184019797476
153.94834121863047,111,12,111,11408.695480537963,14488.184019797476,14488.184019797476
155.3938678185145,112,12,112,11408.695480537963,14488.184019797476,14488.184019797476
156.86165068149566,113,12,113,11408.695480537963,14488.184019797476,14488.184019797476
158.30855880180994,114,12,114,11408.695480537963,14488.184019797476,14488.184019797476
159.7705634355545,115,12,115,11408.695480537963,14488.184019797476,14488.184019797476
161.2356941183408,116,12,116,11408.695480537963,14488.184019797476,14488.184019797476
162.6860161026319,117,12,117,11408.695480537963,14488.184019797476,14488.184019797476
164.14898343483608,118,12,118,11408.695480537963,14488.184019797476,14488.184019797476
165.6323290546735,119,12,119,11408.695480537963,14488.184019797476,14488.184019797476
167.08529730240505,120,12,120,11408.695480537963,14488.184019797476,14488.184019797476
168.5362328370412,121,13,121,11408.695480537963,14488.184019797476,14488.184019797476
169.97931465307872,122,13,122,11408.695480537963,14488.184019797476,14488.184019797476
171.45427626768748,123,13,123,11408.695480537963,14488.184019797476,14488.184019797476
172.92359700202942,124,13,124,11408.695480537963,14488.184019797476,14488.184019797476
174.39590733448665,125,13,125,11408.695480537963,14488.184019797476,14488.184019797476
175.88695023457208,126,13,126,11408.695480537963,14488.184019797476,14488.184019797476
177.39355178674063,127,13,127,11408.695480537963,14488.184019797476,14488.184019797476
178.87929181655247,128,13,128,11408.695480537963,14488.184019797476,14488.184019797476
180.30506483713785,129,13,129,11408.695480537963,14488.184019797476,14488.184019797476
181.78804553349812,130,13,130,11408.695480537963,14488.184019797476,14488.184019797476
183.24764908154805,131,14,131,11408.695480537963,14488.184019797476,14488.184019797476
184.70187103350958,132,14,132,11408.695480537963,14488.184019797476,14488.184019797476
186.15793340206147,133,14,133,11408.695480537963,14488.184019797476,14488.184019797476
187.59799894889196,134,14,134,11408.695480537963,14488.184019797476,14488.184019797476
189.05740896860758,135,14,135,11408.695480537963,14488.184019797476,14488.184019797476
190.50936896800994,136,14,136,11408.695480537963,14488.184019797476,14488.184019797476
192.01850030024846,137,14,137,11408.695480537963,14488.184019797476,14488.184019797476
193.47238286733628,138,14,138,11408.695480537963,14488.184019797476,14488.184019797476
194.91981019973755,139,14,139,11408.695480537963,14488.184019797476,14488.184019797476
196.37834655046464,140,14,140,11408.695480537963,14488.184019797476,14488.184019797476
197.83494533697765,141,15,141,11408.695480537963,14488.184019797476,14488.184019797476
199.28693075180053,142,15,142,11408.695480537963,14488.184019797476,14488.184019797476
200.74192973772685,143,15,143,11408.695480537963,14488.184019797476,14488.184019797476
202.22352799971898,144,15,144,11408.695480537963,14488.184019797476,14488.184019797476
203.67164235115052,145,15,145,11408.695480537963,14488.184019797476,14488.184019797476
205.11842651764553,146,15,146,11408.695480537963,14488.184019797476,14488.184019797476
206.58512425422668,147,15,147,11408.695480537963,14488.184019797476,14488.184019797476
207.97534928719202,148,15,148,11408.695480537963,14488.184019797476,14488.184019797476
209.33078543345133,149,15,149,11408.695480537963,14488.184019797476,14488.184019797476
210.7137316862742,150,15,150,11408.695480537963,14488.184019797476,14488.184019797476
212.11806670029958,151,16,151,11408.695480537963,14488.184019797476,14488.184019797476
213.5034088810285,152,16,152,11408.695480537963,14488.184019797476,14488.184019797476
214.89623351891836,153,16,153,11408.695480537963,14488.184019797476,14488.184019797476
216.2780166864395,154,16,154,11408.695480537963,14488.184019797476,14488.184019797476
217.62419865131378,155,16,155,11408.695480537963,14488.184019797476,14488.184019797476
218.9925938328107,156,16,156,11408.695480537963,14488.184019797476,14488.184019797476
220.34811311562856,157,16,157,11408.695480537963,14488.184019797476,14488.184019797476
221.7282571355502,158,16,158,11408.695480537963,14488.184019797476,14488.184019797476
223.08153988520306,159,16,159,11408.695480537963,14488.184019797476,14488.184019797476
224.44189235369365,160,16,160,11408.695480537963,14488.184019797476,14488.184019797476
225.79978946844736,161,17,161,11408.695480537963,14488.184019797476,14488.184019797476
227.14732073545457,162,17,162,11408.695480537963,14488.184019797476,14488.184019797476
228.49586058457692,163,17,163,11408.695480537963,14488.184019797476,14488.184019797476
229.83844792048137,164,17,164,11408.695480537963,14488.184019797476,14488.184019797476
231.2240578532219,165,17,165,11408.695480537963,14488.184019797476,14488.184019797476
232.60603288412094,166,17,166,11408.695480537963,14488.184019797476,14488.184019797476
233.99741765260697,167,17,167,11408.695480537963,14488.184019797476,14488.184019797476
235.37865722179413,168,17,168,11408.695480537963,14488.184019797476,14488.184019797476
236.7582834839821,169,17,169,11408.695480537963,14488.184019797476,14488.184019797476
238.1153039375941,170,17,170,11408.695480537963,14488.184019797476,14488.184019797476
239.47091246843337,171,18,171,11408.695480537963,14488.184019797476,14488.184019797476
240.82195427020392,172,18,172,11408.695480537963,14488.184019797476,14488.184019797476
242.19317478338877,173,18,173,11408.695480537963,14488.184019797476,14488.184019797476
243.55556745529174,174,18,174,11408.695480537963,14488.184019797476,14488.184019797476
244.91099973519644,175,18,175,11408.695480537963,14488.184019797476,14488.184019797476
246.28797438542048,176,18,176,11408.695480537963,14488.184019797476,14488.184019797476
247.6625911037127,177,18,177,11408.695480537963,14488.184019797476,14488.184019797476
249.01225955088933,178,18,178,11408.695480537963,14488.184019797476,14488.184019797476
250.37119448184967,179,18,179,11408.695480537963,14488.184019797476,14488.184019797476
251.7516053835551,180,18,180,11408.695480537963,14488.184019797476,14488.184019797476
253.12507230440775,181,19,181,11408.695480537963,14488.184019797476,14488.184019797476
254.52295412222546,182,19,182,11408.695480537963,14488.184019797476,14488.184019797476
255.94024315277736,183,19,183,11408.695480537963,14488.184019797476,14488.184019797476
257.3968210021655,184,19,184,11408.695480537963,14488.184019797476,14488.184019797476
258.85192703406017,185,19,185,11408.695480537963,14488.184019797476,14488.184019797476
260.273013651371,186,19,186,11408.695480537963,14488.184019797476,14488.184019797476
261.7101041038831,187,19,187,11408.695480537963,14488.184019797476,14488.184019797476
263.1684205174446,188,19,188,11408.695480537963,14488.184019797476,14488.184019797476
264.61759965022407,189,19,189,11408.695480537963,14488.184019797476,14488.184019797476
266.0758517344793,190,19,190,11408.695480537963,14488.184019797476,14488.184019797476
267.53218870162965,191,20,191,11408.695480537963,14488.184019797476,14488.184019797476
269.02882204850516,192,20,192,11408.695480537963,14488.184019797476,14488.184019797476
270.53740460475285,193,20,193,11408.695480537963,14488.184019797476,14488.184019797476
272.1069244027138,194,20,194,11408.695480537963,14488.184019797476,14488.184019797476
273.66135371923446,195,20,195,11408.695480537963,14488.184019797476,14488.184019797476
275.2344552199046,196,20,196,11408.695480537963,14488.184019797476,14488.184019797476
276.81613898674647,197,20,197,11408.695480537963,14488.184019797476,14488.184019797476
278.4355542699496,198,20,198,11408.695480537963,14488.184019797476,14488.184019797476
280.15588980118434,199,20,199,11408.695480537963,14488.184019797476,14488.184019797476
281.9035964488983,200,20,200,11408.695480537963,14488.184019797476,14488.184019797476
